,Series_Type,Series_Name
2796,UTSANJ7URN,"Unemployment Rate in San Juan County, UT"
2797,UTSANP9URN,"Unemployment Rate in Sanpete County, UT"
2798,UTSEVI1URN,"Unemployment Rate in Sevier County, UT"
2799,UTSUMM3URN,"Unemployment Rate in Summit County, UT"
2800,UTTOOE5URN,"Unemployment Rate in Tooele County, UT"
2801,UTUINT7URN,"Unemployment Rate in Uintah County, UT"
2802,UTUTAH9URN,"Unemployment Rate in Utah County, UT"
2803,UTWASA1URN,"Unemployment Rate in Wasatch County, UT"
2804,UTWASH3URN,"Unemployment Rate in Washington County, UT"
2805,UTWAYN5URN,"Unemployment Rate in Wayne County, UT"
2806,UTWEBE7URN,"Unemployment Rate in Weber County, UT"
2807,VAACCO1URN,"Unemployment Rate in Accomack County, VA"
2808,VAALBE7URN,"Unemployment Rate in Albemarle County, VA"
2809,VAALEX5URN,"Unemployment Rate in Alexandria City, VA"
2810,VAALLE5URN,"Unemployment Rate in Alleghany County, VA"
2811,VAAMEL7URN,"Unemployment Rate in Amelia County, VA"
2812,VAAMHE9URN,"Unemployment Rate in Amherst County, VA"
2813,VAAPPO1URN,"Unemployment Rate in Appomattox County, VA"
2814,VAARLI0URN,"Unemployment Rate in Arlington County, VA"
2815,VAAUGU0URN,"Unemployment Rate in Augusta County, VA"
2816,VABATH7URN,"Unemployment Rate in Bath County, VA"
2817,VABEDF9URN,"Unemployment Rate in Bedford County, VA"
2818,VABLAN1URN,"Unemployment Rate in Bland County, VA"
2819,VABOTE3URN,"Unemployment Rate in Botetourt County, VA"
2820,VABRIS0URN,"Unemployment Rate in Bristol City, VA"
2821,VABRUN5URN,"Unemployment Rate in Brunswick County, VA"
2822,VABUCH7URN,"Unemployment Rate in Buchanan County, VA"
2823,VABUCK9URN,"Unemployment Rate in Buckingham County, VA"
2824,VABUEN0URN,"Unemployment Rate in Buena Vista City, VA"
2825,VACAMP0URN,"Unemployment Rate in Campbell County, VA"
2826,VACARO3URN,"Unemployment Rate in Caroline County, VA"
2827,VACARR5URN,"Unemployment Rate in Carroll County, VA"
2828,VACHAR0URN,"Unemployment Rate in Charlottesville City, VA"
2829,VACHAR6URN,"Unemployment Rate in Charles City County, VA"
2830,VACHAR7URN,"Unemployment Rate in Charlotte County, VA"
2831,VACHES5URN,"Unemployment Rate in Chesterfield County, VA"
2832,VACHES7URN,"Unemployment Rate in Chesapeake City, VA"
2833,VACLAR3URN,"Unemployment Rate in Clarke County, VA"
2834,VACOLO0URN,"Unemployment Rate in Colonial Heights City, VA"
2835,VACOVI0URN,"Unemployment Rate in Covington City, VA"
2836,VACRAI5URN,"Unemployment Rate in Craig County, VA"
2837,VACULP7URN,"Unemployment Rate in Culpeper County, VA"
2838,VACUMB9URN,"Unemployment Rate in Cumberland County, VA"
2839,VADANV0URN,"Unemployment Rate in Danville City, VA"
2840,VADICK1URN,"Unemployment Rate in Dickenson County, VA"
2841,VADINW3URN,"Unemployment Rate in Dinwiddie County, VA"
2842,VAEMPO5URN,"Unemployment Rate in Emporia City, VA"
2843,VAESSE7URN,"Unemployment Rate in Essex County, VA"
2844,VAFAIR0URN,"Unemployment Rate in Fairfax City, VA"
2845,VAFAIR5URN,"Unemployment Rate in Fairfax County, VA"
2846,VAFALL0URN,"Unemployment Rate in Falls Church City, VA"
2847,VAFAUQ1URN,"Unemployment Rate in Fauquier County, VA"
2848,VAFLOY3URN,"Unemployment Rate in Floyd County, VA"
2849,VAFLUV5URN,"Unemployment Rate in Fluvanna County, VA"
2850,VAFRAN0URN,"Unemployment Rate in Franklin City, VA"
2851,VAFRAN7URN,"Unemployment Rate in Franklin County, VA"
2852,VAFRED0URN,"Unemployment Rate in Fredericksburg City, VA"
2853,VAFRED9URN,"Unemployment Rate in Frederick County, VA"
2854,VAGALA0URN,"Unemployment Rate in Galax City, VA"
2855,VAGILE1URN,"Unemployment Rate in Giles County, VA"
2856,VAGLOU3URN,"Unemployment Rate in Gloucester County, VA"
2857,VAGOOC5URN,"Unemployment Rate in Goochland County, VA"
2858,VAGRAY7URN,"Unemployment Rate in Grayson County, VA"
2859,VAGREE1URN,"Unemployment Rate in Greensville County, VA"
2860,VAGREE9URN,"Unemployment Rate in Greene County, VA"
2861,VAHALI3URN,"Unemployment Rate in Halifax County, VA"
2862,VAHAMP0URN,"Unemployment Rate in Hampton City, VA"
2863,VAHANO6URN,"Unemployment Rate in Hanover County, VA"
2864,VAHARR0URN,"Unemployment Rate in Harrisonburg City, VA"
2865,VAHENR0URN,"Unemployment Rate in Henrico County, VA"
2866,VAHENR5URN,"Unemployment Rate in Henry County, VA"
2867,VAHIGH1URN,"Unemployment Rate in Highland County, VA"
2868,VAHOPE0URN,"Unemployment Rate in Hopewell City, VA"
2869,VAISLE3URN,"Unemployment Rate in Isle of Wight County, VA"
2870,VAJAME5URN,"Unemployment Rate in James City County, VA"
2871,VAKING1URN,"Unemployment Rate in King William County, VA"
2872,VAKING7URN,"Unemployment Rate in King and Queen County, VA"
2873,VAKING9URN,"Unemployment Rate in King George County, VA"
2874,VALANC3URN,"Unemployment Rate in Lancaster County, VA"
2875,VALEEC5URN,"Unemployment Rate in Lee County, VA"
2876,VALEXI8URN,"Unemployment Rate in Lexington City, VA"
2877,VALOUD5URN,"Unemployment Rate in Loudoun County, VA"
2878,VALOUI9URN,"Unemployment Rate in Louisa County, VA"
2879,VALUNE1URN,"Unemployment Rate in Lunenburg County, VA"
2880,VALYNC5URN,"Unemployment Rate in Lynchburg City, VA"
2881,VAMADI3URN,"Unemployment Rate in Madison County, VA"
2882,VAMANA3URN,"Unemployment Rate in Manassas City, VA"
2883,VAMANA5URN,"Unemployment Rate in Manassas Park City, VA"
2884,VAMART0URN,"Unemployment Rate in Martinsville City, VA"
2885,VAMATH5URN,"Unemployment Rate in Mathews County, VA"
2886,VAMECK7URN,"Unemployment Rate in Mecklenburg County, VA"
2887,VAMIDD9URN,"Unemployment Rate in Middlesex County, VA"
2888,VAMONT0URN,"Unemployment Rate in Montgomery County, VA"
2889,VANELS5URN,"Unemployment Rate in Nelson County, VA"
2890,VANEWK7URN,"Unemployment Rate in New Kent County, VA"
2891,VANEWP5URN,"Unemployment Rate in Newport News City, VA"
2892,VANORF5URN,"Unemployment Rate in Norfolk City, VA"
2893,VANORT0URN,"Unemployment Rate in Norton City, VA"
2894,VANORT1URN,"Unemployment Rate in Northampton County, VA"
2895,VANORT3URN,"Unemployment Rate in Northumberland County, VA"
2896,VANOTT5URN,"Unemployment Rate in Nottoway County, VA"
2897,VAORAN7URN,"Unemployment Rate in Orange County, VA"
2898,VAPAGE9URN,"Unemployment Rate in Page County, VA"
2899,VAPATR1URN,"Unemployment Rate in Patrick County, VA"
2900,VAPETE0URN,"Unemployment Rate in Petersburg City, VA"
2901,VAPITT0URN,"Unemployment Rate in Pittsylvania County, VA"
2902,VAPOQU5URN,"Unemployment Rate in Poquoson City, VA"
2903,VAPORT0URN,"Unemployment Rate in Portsmouth City, VA"
2904,VAPOWH5URN,"Unemployment Rate in Powhatan County, VA"
2905,VAPRIN3URN,"Unemployment Rate in Prince William County, VA"
2906,VAPRIN7URN,"Unemployment Rate in Prince Edward County, VA"
2907,VAPRIN9URN,"Unemployment Rate in Prince George County, VA"
2908,VAPULA5URN,"Unemployment Rate in Pulaski County, VA"
2909,VARADF0URN,"Unemployment Rate in Radford City, VA"
2910,VARAPP7URN,"Unemployment Rate in Rappahannock County, VA"
2911,VARICH0URN,"Unemployment Rate in Richmond City, VA"
2912,VARICH9URN,"Unemployment Rate in Richmond County, VA"
2913,VAROAN0URN,"Unemployment Rate in Roanoke City, VA"
2914,VAROAN5URN,"Unemployment Rate in Roanoke County, VA"
2915,VAROCK3URN,"Unemployment Rate in Rockbridge County, VA"
2916,VAROCK5URN,"Unemployment Rate in Rockingham County, VA"
2917,VARUSS7URN,"Unemployment Rate in Russell County, VA"
2918,VASALE5URN,"Unemployment Rate in Salem City, VA"
2919,VASCOT9URN,"Unemployment Rate in Scott County, VA"
2920,VASHEN1URN,"Unemployment Rate in Shenandoah County, VA"
2921,VASMYT3URN,"Unemployment Rate in Smyth County, VA"
2922,VASOUT5URN,"Unemployment Rate in Southampton County, VA"
2923,VASPOT7URN,"Unemployment Rate in Spotsylvania County, VA"
2924,VASTAF9URN,"Unemployment Rate in Stafford County, VA"
2925,VASTAU0URN,"Unemployment Rate in Staunton City, VA"
2926,VASUFF0URN,"Unemployment Rate in Suffolk City, VA"
2927,VASURR1URN,"Unemployment Rate in Surry County, VA"
2928,VASUSS3URN,"Unemployment Rate in Sussex County, VA"
2929,VATAZE8URN,"Unemployment Rate in Tazewell County, VA"
2930,VAVIRG5URN,"Unemployment Rate in Virginia Beach City, VA"
2931,VAWARR7URN,"Unemployment Rate in Warren County, VA"
2932,VAWASH1URN,"Unemployment Rate in Washington County, VA"
2933,VAWAYN0URN,"Unemployment Rate in Waynesboro City, VA"
2934,VAWEST3URN,"Unemployment Rate in Westmoreland County, VA"
2935,VAWILL0URN,"Unemployment Rate in Williamsburg City, VA"
2936,VAWINC0URN,"Unemployment Rate in Winchester City, VA"
2937,VAWISE5URN,"Unemployment Rate in Wise County, VA"
2938,VAWYTH7URN,"Unemployment Rate in Wythe County, VA"
2939,VAYORK9URN,"Unemployment Rate in York County, VA"
2940,VTADDI1URN,"Unemployment Rate in Addison County, VT"
2941,VTBENN3URN,"Unemployment Rate in Bennington County, VT"
2942,VTCALE5URN,"Unemployment Rate in Caledonia County, VT"
2943,VTCHIT0URN,"Unemployment Rate in Chittenden County, VT"
2944,VTESSE9URN,"Unemployment Rate in Essex County, VT"
2945,VTFRAN1URN,"Unemployment Rate in Franklin County, VT"
2946,VTGRAN3URN,"Unemployment Rate in Grand Isle County, VT"
2947,VTLAMO5URN,"Unemployment Rate in Lamoille County, VT"
2948,VTORAN7URN,"Unemployment Rate in Orange County, VT"
2949,VTORLE9URN,"Unemployment Rate in Orleans County, VT"
2950,VTRUTL0URN,"Unemployment Rate in Rutland County, VT"
2951,VTWASH0URN,"Unemployment Rate in Washington County, VT"
2952,VTWIND0URN,"Unemployment Rate in Windsor County, VT"
2953,VTWIND5URN,"Unemployment Rate in Windham County, VT"
2954,WAADAM1URN,"Unemployment Rate in Adams County, WA"
2955,WAASOT3URN,"Unemployment Rate in Asotin County, WA"
2956,WABENT0URN,"Unemployment Rate in Benton County, WA"
2957,WACHEL7URN,"Unemployment Rate in Chelan County, WA"
2958,WACLAL0URN,"Unemployment Rate in Clallam County, WA"
2959,WACLAR1URN,"Unemployment Rate in Clark County, WA"
2960,WACOLU3URN,"Unemployment Rate in Columbia County, WA"
2961,WACOWL5URN,"Unemployment Rate in Cowlitz County, WA"
2962,WADOUG7URN,"Unemployment Rate in Douglas County, WA"
2963,WAFERR9URN,"Unemployment Rate in Ferry County, WA"
2964,WAFRAN1URN,"Unemployment Rate in Franklin County, WA"
2965,WAGARF3URN,"Unemployment Rate in Garfield County, WA"
2966,WAGRAN5URN,"Unemployment Rate in Grant County, WA"
2967,WAGRAY0URN,"Unemployment Rate in Grays Harbor County, WA"
2968,WAISLA9URN,"Unemployment Rate in Island County, WA"
2969,WAJEFF1URN,"Unemployment Rate in Jefferson County, WA"
2970,WAKING5URN,"Unemployment Rate in King County, WA"
2971,WAKITS0URN,"Unemployment Rate in Kitsap County, WA"
2972,WAKITT7URN,"Unemployment Rate in Kittitas County, WA"
2973,WAKLIC9URN,"Unemployment Rate in Klickitat County, WA"
2974,WALEWI5URN,"Unemployment Rate in Lewis County, WA"
2975,WALINC3URN,"Unemployment Rate in Lincoln County, WA"
2976,WAMASO5URN,"Unemployment Rate in Mason County, WA"
2977,WAOKAN7URN,"Unemployment Rate in Okanogan County, WA"
2978,WAPACI9URN,"Unemployment Rate in Pacific County, WA"
2979,WAPEND1URN,"Unemployment Rate in Pend Oreille County, WA"
2980,WAPIER6URN,"Unemployment Rate in Pierce County, WA"
2981,WASANJ5URN,"Unemployment Rate in San Juan County, WA"
2982,WASKAG5URN,"Unemployment Rate in Skagit County, WA"
2983,WASKAM9URN,"Unemployment Rate in Skamania County, WA"
2984,WASNOH0URN,"Unemployment Rate in Snohomish County, WA"
2985,WASPOK2URN,"Unemployment Rate in Spokane County, WA"
2986,WASTEV5URN,"Unemployment Rate in Stevens County, WA"
2987,WATHUR8URN,"Unemployment Rate in Thurston County, WA"
2988,WAWAHK9URN,"Unemployment Rate in Wahkiakum County, WA"
2989,WAWALL1URN,"Unemployment Rate in Walla Walla County, WA"
2990,WAWHAT5URN,"Unemployment Rate in Whatcom County, WA"
2991,WAWHIT5URN,"Unemployment Rate in Whitman County, WA"
2992,WAYAKI7URN,"Unemployment Rate in Yakima County, WA"
2993,WIADAM1URN,"Unemployment Rate in Adams County, WI"
2994,WIASHL3URN,"Unemployment Rate in Ashland County, WI"
2995,WIBARR5URN,"Unemployment Rate in Barron County, WI"
2996,WIBAYF7URN,"Unemployment Rate in Bayfield County, WI"
2997,WIBROW9URN,"Unemployment Rate in Brown County, WI"
2998,WIBUFF1URN,"Unemployment Rate in Buffalo County, WI"
2999,WIBURN3URN,"Unemployment Rate in Burnett County, WI"
3000,WICALU5URN,"Unemployment Rate in Calumet County, WI"
3001,WICHIP7URN,"Unemployment Rate in Chippewa County, WI"
3002,WICLAR9URN,"Unemployment Rate in Clark County, WI"
3003,WICOLU1URN,"Unemployment Rate in Columbia County, WI"
3004,WICRAW3URN,"Unemployment Rate in Crawford County, WI"
3005,WIDANE5URN,"Unemployment Rate in Dane County, WI"
3006,WIDODG5URN,"Unemployment Rate in Dodge County, WI"
3007,WIDOOR9URN,"Unemployment Rate in Door County, WI"
3008,WIDOUG1URN,"Unemployment Rate in Douglas County, WI"
3009,WIDUNN3URN,"Unemployment Rate in Dunn County, WI"
3010,WIEAUC5URN,"Unemployment Rate in Eau Claire County, WI"
3011,WIFLOR7URN,"Unemployment Rate in Florence County, WI"
3012,WIFOND0URN,"Unemployment Rate in Fond du Lac County, WI"
3013,WIFORE1URN,"Unemployment Rate in Forest County, WI"
3014,WIGRAN0URN,"Unemployment Rate in Grant County, WI"
3015,WIGREE5URN,"Unemployment Rate in Green County, WI"
3016,WIGREE7URN,"Unemployment Rate in Green Lake County, WI"
3017,WIIOWA9URN,"Unemployment Rate in Iowa County, WI"
3018,WIIRON1URN,"Unemployment Rate in Iron County, WI"
3019,WIJACK3URN,"Unemployment Rate in Jackson County, WI"
3020,WIJEFF0URN,"Unemployment Rate in Jefferson County, WI"
3021,WIJUNE7URN,"Unemployment Rate in Juneau County, WI"
3022,WIKENO9URN,"Unemployment Rate in Kenosha County, WI"
3023,WIKEWA1URN,"Unemployment Rate in Kewaunee County, WI"
3024,WILACR3URN,"Unemployment Rate in La Crosse County, WI"
3025,WILAFA5URN,"Unemployment Rate in Lafayette County, WI"
3026,WILANG7URN,"Unemployment Rate in Langlade County, WI"
3027,WILINC9URN,"Unemployment Rate in Lincoln County, WI"
3028,WIMANI5URN,"Unemployment Rate in Manitowoc County, WI"
3029,WIMARA0URN,"Unemployment Rate in Marathon County, WI"
3030,WIMARI5URN,"Unemployment Rate in Marinette County, WI"
3031,WIMARQ7URN,"Unemployment Rate in Marquette County, WI"
3032,WIMENO8URN,"Unemployment Rate in Menominee County, WI"
3033,WIMILW5URN,"Unemployment Rate in Milwaukee County, WI"
3034,WIMONR1URN,"Unemployment Rate in Monroe County, WI"
3035,WIOCON3URN,"Unemployment Rate in Oconto County, WI"
3036,WIONEI5URN,"Unemployment Rate in Oneida County, WI"
3037,WIOUTA5URN,"Unemployment Rate in Outagamie County, WI"
3038,WIOZAU6URN,"Unemployment Rate in Ozaukee County, WI"
3039,WIPEPI1URN,"Unemployment Rate in Pepin County, WI"
3040,WIPIER3URN,"Unemployment Rate in Pierce County, WI"
3041,WIPOLK5URN,"Unemployment Rate in Polk County, WI"
3042,WIPORT0URN,"Unemployment Rate in Portage County, WI"
3043,WIPRIC9URN,"Unemployment Rate in Price County, WI"
3044,WIRACI1URN,"Unemployment Rate in Racine County, WI"
3045,WIRICH3URN,"Unemployment Rate in Richland County, WI"
3046,WIROCK0URN,"Unemployment Rate in Rock County, WI"
3047,WIRUSK7URN,"Unemployment Rate in Rusk County, WI"
3048,WISAUK1URN,"Unemployment Rate in Sauk County, WI"
3049,WISAWY3URN,"Unemployment Rate in Sawyer County, WI"
3050,WISHAW5URN,"Unemployment Rate in Shawano County, WI"
3051,WISHEB5URN,"Unemployment Rate in Sheboygan County, WI"
3052,WISTCR9URN,"Unemployment Rate in St. Croix County, WI"
3053,WITAYL9URN,"Unemployment Rate in Taylor County, WI"
3054,WITREM1URN,"Unemployment Rate in Trempealeau County, WI"
3055,WIVERN3URN,"Unemployment Rate in Vernon County, WI"
3056,WIVILA5URN,"Unemployment Rate in Vilas County, WI"
3057,WIWALW0URN,"Unemployment Rate in Walworth County, WI"
3058,WIWASH7URN,"Unemployment Rate in Washington County, WI"
3059,WIWASH9URN,"Unemployment Rate in Washburn County, WI"
3060,WIWAUK3URN,"Unemployment Rate in Waukesha County, WI"
3061,WIWAUP5URN,"Unemployment Rate in Waupaca County, WI"
3062,WIWAUS7URN,"Unemployment Rate in Waushara County, WI"
3063,WIWINN9URN,"Unemployment Rate in Winnebago County, WI"
3064,WIWOOD0URN,"Unemployment Rate in Wood County, WI"
3065,WVBARB1URN,"Unemployment Rate in Barbour County, WV"
3066,WVBERK3URN,"Unemployment Rate in Berkeley County, WV"
3067,WVBOON5URN,"Unemployment Rate in Boone County, WV"
3068,WVBRAX7URN,"Unemployment Rate in Braxton County, WV"
3069,WVBROO9URN,"Unemployment Rate in Brooke County, WV"
3070,WVCABE1URN,"Unemployment Rate in Cabell County, WV"
3071,WVCALH3URN,"Unemployment Rate in Calhoun County, WV"
3072,WVCLAY5URN,"Unemployment Rate in Clay County, WV"
3073,WVDODD7URN,"Unemployment Rate in Doddridge County, WV"
3074,WVFAYE5URN,"Unemployment Rate in Fayette County, WV"
3075,WVGILM1URN,"Unemployment Rate in Gilmer County, WV"
3076,WVGRAN3URN,"Unemployment Rate in Grant County, WV"
3077,WVGREE5URN,"Unemployment Rate in Greenbrier County, WV"
3078,WVHAMP7URN,"Unemployment Rate in Hampshire County, WV"
3079,WVHANC9URN,"Unemployment Rate in Hancock County, WV"
3080,WVHARD1URN,"Unemployment Rate in Hardy County, WV"
3081,WVHARR5URN,"Unemployment Rate in Harrison County, WV"
3082,WVJACK5URN,"Unemployment Rate in Jackson County, WV"
3083,WVJEFF7URN,"Unemployment Rate in Jefferson County, WV"
3084,WVKANA9URN,"Unemployment Rate in Kanawha County, WV"
3085,WVLEWI1URN,"Unemployment Rate in Lewis County, WV"
3086,WVLINC3URN,"Unemployment Rate in Lincoln County, WV"
3087,WVLOGA0URN,"Unemployment Rate in Logan County, WV"
3088,WVMARI0URN,"Unemployment Rate in Marion County, WV"
3089,WVMARS1URN,"Unemployment Rate in Marshall County, WV"
3090,WVMASO3URN,"Unemployment Rate in Mason County, WV"
3091,WVMCDO5URN,"Unemployment Rate in McDowell County, WV"
3092,WVMERC0URN,"Unemployment Rate in Mercer County, WV"
3093,WVMINE7URN,"Unemployment Rate in Mineral County, WV"
3094,WVMING9URN,"Unemployment Rate in Mingo County, WV"
3095,WVMONO5URN,"Unemployment Rate in Monongalia County, WV"
3096,WVMONR3URN,"Unemployment Rate in Monroe County, WV"
3097,WVMORG5URN,"Unemployment Rate in Morgan County, WV"
3098,WVNICH7URN,"Unemployment Rate in Nicholas County, WV"
3099,WVOHIO0URN,"Unemployment Rate in Ohio County, WV"
3100,WVPEND1URN,"Unemployment Rate in Pendleton County, WV"
3101,WVPLEA3URN,"Unemployment Rate in Pleasants County, WV"
3102,WVPOCA5URN,"Unemployment Rate in Pocahontas County, WV"
3103,WVPRES7URN,"Unemployment Rate in Preston County, WV"
3104,WVPUTN9URN,"Unemployment Rate in Putnam County, WV"
3105,WVRALE5URN,"Unemployment Rate in Raleigh County, WV"
3106,WVRAND3URN,"Unemployment Rate in Randolph County, WV"
3107,WVRITC5URN,"Unemployment Rate in Ritchie County, WV"
3108,WVROAN7URN,"Unemployment Rate in Roane County, WV"
3109,WVSUMM9URN,"Unemployment Rate in Summers County, WV"
3110,WVTAYL1URN,"Unemployment Rate in Taylor County, WV"
3111,WVTUCK3URN,"Unemployment Rate in Tucker County, WV"
3112,WVTYLE5URN,"Unemployment Rate in Tyler County, WV"
3113,WVUPSH7URN,"Unemployment Rate in Upshur County, WV"
3114,WVWAYN9URN,"Unemployment Rate in Wayne County, WV"
3115,WVWEBS1URN,"Unemployment Rate in Webster County, WV"
3116,WVWETZ3URN,"Unemployment Rate in Wetzel County, WV"
3117,WVWIRT5URN,"Unemployment Rate in Wirt County, WV"
3118,WVWOOD0URN,"Unemployment Rate in Wood County, WV"
3119,WVWYOM9URN,"Unemployment Rate in Wyoming County, WV"
3120,WYALBA1URN,"Unemployment Rate in Albany County, WY"
3121,WYBIGH3URN,"Unemployment Rate in Big Horn County, WY"
3122,WYCAMP5URN,"Unemployment Rate in Campbell County, WY"
3123,WYCARB7URN,"Unemployment Rate in Carbon County, WY"
3124,WYCONV9URN,"Unemployment Rate in Converse County, WY"
3125,WYCROO1URN,"Unemployment Rate in Crook County, WY"
3126,WYFREM3URN,"Unemployment Rate in Fremont County, WY"
3127,WYGOSH5URN,"Unemployment Rate in Goshen County, WY"
3128,WYHOTS7URN,"Unemployment Rate in Hot Springs County, WY"
3129,WYJOHN9URN,"Unemployment Rate in Johnson County, WY"
3130,WYLARA0URN,"Unemployment Rate in Laramie County, WY"
3131,WYLINC3URN,"Unemployment Rate in Lincoln County, WY"
3132,WYNATR5URN,"Unemployment Rate in Natrona County, WY"
3133,WYNIOB7URN,"Unemployment Rate in Niobrara County, WY"
3134,WYPARK9URN,"Unemployment Rate in Park County, WY"
3135,WYPLAT1URN,"Unemployment Rate in Platte County, WY"
3136,WYSHER3URN,"Unemployment Rate in Sheridan County, WY"
3137,WYSUBL5URN,"Unemployment Rate in Sublette County, WY"
3138,WYSWEE7URN,"Unemployment Rate in Sweetwater County, WY"
3139,WYTETO9URN,"Unemployment Rate in Teton County, WY"
3140,WYUINT1URN,"Unemployment Rate in Uinta County, WY"
3141,WYWASH3URN,"Unemployment Rate in Washakie County, WY"
